FlightDate,Year,Month,DayOfWeek,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDel15,Cancelled,Diverted,DepDelay,ArrDelay
2023-08-04,2023,8,5,UA,SEA,DFW,1804,2026,142,1037.5,0.0,0,0,-1.5,-4.1
2023-09-01,2023,9,5,AA,SEA,BOS,1543,1843,180,1357.4,0.0,0,0,5.4,1.2
2023-10-21,2023,10,6,B6,MIA,LAX,752,1003,131,904.6,0.0,0,0,4.8,-1.5
2023-10-25,2023,10,3,AA,LAX,SEA,1244,1550,186,1431.6,1.0,0,0,3.5,-1.7
2023-07-22,2023,7,6,B6,BOS,DFW,1703,1856,113,810.5,1.0,0,0,-4.4,1.0
2023-07-28,2023,7,5,AS,ORD,LAX,1808,2017,129,957.7,0.0,0,0,-2.6,9.2
2023-03-06,2023,3,1,AA,DFW,BOS,1522,1919,237,1710.2,0.0,0,0,-2.7,-2.1
2023-09-27,2023,9,3,DL,ORD,MIA,1912,2256,224,1463.9,0.0,0,0,3.8,-3.0
2023-05-07,2023,5,7,WN,JFK,DEN,2221,54,153,1192.7,0.0,0,0,-1.5,-2.1
2023-10-04,2023,10,3,WN,SEA,BOS,2035,157,322,2441.4,0.0,0,0,-7.5,0.6
2023-07-20,2023,7,4,DL,SFO,DEN,1220,1344,84,627.7,0.0,0,0,-5.3,-1.5
2023-05-10,2023,5,3,DL,SFO,MIA,1901,2300,239,1843.7,0.0,0,0,0.5,-0.1
2023-04-04,2023,4,2,DL,SFO,SEA,1436,1631,115,899.7,1.0,0,0,3.6,6.7
2023-12-20,2023,12,3,AS,SFO,ATL,630,951,201,1333.7,0.0,0,0,1.0,-17.8
2023-01-15,2023,1,7,B6,ATL,JFK,1058,1621,323,2434.0,0.0,0,0,3.6,4.7
2023-02-13,2023,2,1,DL,LAX,DFW,742,856,74,547.4,0.0,0,0,5.0,6.8
2023-03-21,2023,3,2,AA,LAX,ATL,734,945,131,911.0,1.0,0,0,16.1,14.5
2023-09-12,2023,9,2,UA,ATL,DEN,954,1256,182,1405.1,0.0,0,0,-2.0,9.6
2023-09-30,2023,9,6,UA,BOS,DFW,942,1322,220,1502.4,0.0,0,0,3.9,6.6
2023-01-27,2023,1,5,UA,SEA,DFW,1315,1759,284,2256.2,0.0,0,0,-0.1,-0.7
2023-07-13,2023,7,4,AS,MIA,SFO,2256,101,125,815.8,1.0,0,0,29.5,33.7
2023-04-07,2023,4,5,B6,DEN,BOS,1756,1911,75,568.9,0.0,0,0,-2.0,-12.2
2023-03-06,2023,3,1,AS,SEA,DFW,1112,1533,261,1951.2,,1,0,,
2023-08-21,2023,8,1,WN,ATL,ORD,1116,1547,271,1988.1,0.0,0,0,4.1,3.3
2023-10-08,2023,10,7,WN,DFW,MIA,1257,1805,308,2028.1,1.0,0,0,19.6,17.6
2023-04-17,2023,4,1,WN,BOS,SFO,1519,1930,251,1942.7,1.0,0,0,4.2,8.6
2023-02-12,2023,2,7,UA,LAX,MIA,849,1031,102,718.9,0.0,0,0,6.4,-2.5
2023-10-16,2023,10,1,WN,MIA,SEA,902,1228,206,1348.2,,1,0,,
2023-10-17,2023,10,2,B6,BOS,LAX,1451,1919,268,1755.0,0.0,0,0,-3.8,7.3
2023-02-25,2023,2,6,AS,SEA,LAX,1237,1710,273,2108.7,0.0,0,0,0.7,16.8
2023-03-15,2023,3,3,WN,BOS,LAX,1955,2101,66,436.8,0.0,0,0,-2.5,5.6
2023-02-03,2023,2,5,AA,DEN,DFW,1552,1840,168,1103.2,0.0,0,0,5.2,-2.1
2023-01-02,2023,1,1,DL,ORD,DFW,1227,1824,357,2530.9,0.0,0,0,2.0,14.4
2023-05-14,2023,5,7,AS,SEA,DFW,2211,2320,69,534.9,0.0,0,0,-4.6,12.9
2023-05-15,2023,5,1,WN,ATL,ORD,1542,2004,262,1839.4,0.0,0,0,-7.7,10.7
2023-07-26,2023,7,3,DL,MIA,ATL,1744,1853,69,483.2,1.0,0,0,24.6,25.6
2023-01-06,2023,1,5,DL,DFW,ORD,1901,2238,217,1548.7,1.0,0,0,5.8,20.4
2023-10-28,2023,10,6,WN,DFW,BOS,1111,1457,226,1797.9,0.0,0,0,-8.2,-0.5
2023-12-10,2023,12,7,B6,ATL,ORD,1318,1821,303,2142.9,0.0,0,0,-9.1,-2.6
2023-05-28,2023,5,7,AS,DEN,LAX,1559,2004,245,1905.3,0.0,0,0,-8.4,-2.3
2023-06-22,2023,6,4,AS,ORD,SEA,1523,1747,144,1076.3,0.0,0,0,2.5,7.0
2023-05-31,2023,5,3,B6,JFK,DFW,1645,1919,154,1034.7,0.0,0,0,-7.0,-7.6
2023-12-26,2023,12,2,B6,ORD,DFW,1303,1553,170,1133.8,0.0,0,0,3.6,18.3
2023-01-18,2023,1,3,AS,DFW,SEA,617,826,129,917.4,0.0,0,0,-8.8,0.1
2023-03-19,2023,3,7,UA,SEA,MIA,754,942,108,751.1,1.0,0,0,22.4,23.7
2023-12-18,2023,12,1,AS,DFW,LAX,1334,1826,292,1913.9,0.0,0,0,-8.7,-7.3
2023-02-16,2023,2,4,AS,DFW,BOS,1523,2009,286,2141.8,0.0,0,0,-1.0,-16.2
2023-03-21,2023,3,2,DL,SFO,ATL,916,1144,148,1072.8,0.0,0,0,-15.6,-17.2
2023-10-11,2023,10,3,AS,MIA,SEA,1215,1428,133,1013.2,1.0,0,0,4.6,7.4
2023-10-18,2023,10,3,B6,MIA,DEN,2200,255,295,1989.3,0.0,0,0,-7.1,-8.1
2023-12-24,2023,12,7,B6,DEN,MIA,1847,2341,294,2083.1,0.0,0,0,-1.1,18.0
2023-03-31,2023,3,5,AA,DEN,ATL,1706,2202,296,2350.7,1.0,0,0,18.4,39.7
2023-03-10,2023,3,5,WN,DFW,DEN,1123,1530,247,1912.5,0.0,0,0,0.8,12.7
2023-03-13,2023,3,1,AA,SFO,ATL,2116,13,177,1264.6,0.0,0,0,-8.5,-9.1
2023-03-04,2023,3,6,B6,LAX,DFW,2029,201,332,2592.5,0.0,0,0,2.5,14.7
2023-01-07,2023,1,6,DL,MIA,SEA,524,758,154,1214.9,0.0,0,0,2.1,-17.1
2023-03-11,2023,3,6,DL,MIA,SFO,1557,1858,181,1198.1,0.0,0,0,-5.7,-5.9
2023-07-14,2023,7,5,UA,SEA,LAX,2107,122,255,1693.8,1.0,0,0,3.5,7.0
2023-10-13,2023,10,5,UA,DFW,MIA,2133,15,162,1209.1,1.0,0,0,35.5,41.2
2023-03-21,2023,3,2,AS,ATL,MIA,1156,1648,292,1939.8,1.0,0,0,24.5,33.2
2023-09-30,2023,9,6,WN,DFW,SFO,630,745,75,555.1,0.0,0,0,-6.1,-0.9
2023-03-01,2023,3,3,B6,ATL,DFW,1400,1753,233,1623.6,0.0,0,0,2.8,5.5
2023-01-06,2023,1,5,WN,ATL,JFK,2058,127,269,1757.7,1.0,0,0,-4.2,2.0
2023-03-03,2023,3,5,AA,DEN,BOS,1634,2035,241,1591.8,0.0,0,0,-0.8,2.0
2023-01-13,2023,1,5,AA,BOS,ATL,1956,45,289,2212.7,0.0,0,0,4.4,0.5
2023-11-11,2023,11,6,AA,DEN,SFO,808,1048,160,1081.3,0.0,0,0,2.6,-3.9
2023-10-01,2023,10,7,WN,MIA,BOS,1914,2125,131,854.0,0.0,0,0,3.0,-8.3
2023-03-15,2023,3,3,B6,ATL,SFO,2000,55,295,2213.1,0.0,0,0,2.4,0.0
2023-04-21,2023,4,5,WN,SEA,DFW,723,1153,270,2016.6,1.0,0,0,5.3,9.4
2023-06-11,2023,6,7,B6,DEN,SFO,2203,2319,76,497.9,0.0,0,0,-4.2,-2.6
2023-03-30,2023,3,4,UA,SEA,ORD,2016,2344,208,1416.3,0.0,0,0,-4.5,-5.8
2023-07-15,2023,7,6,B6,ORD,SFO,810,1158,228,1806.3,0.0,0,0,-4.1,1.4
2023-09-06,2023,9,3,WN,DEN,ORD,1112,1654,342,2351.6,0.0,0,0,-1.1,-5.1
2023-01-14,2023,1,6,AA,SFO,SEA,2223,346,323,2111.7,0.0,0,0,14.2,26.0
2023-10-31,2023,10,2,WN,MIA,SFO,934,1355,261,1734.5,0.0,0,0,-5.6,1.0
2023-11-21,2023,11,2,B6,SFO,ATL,1756,2345,349,2455.8,0.0,0,0,-2.2,-0.8
2023-01-31,2023,1,2,WN,LAX,DEN,2136,35,179,1417.7,1.0,0,0,15.9,7.7
2023-08-11,2023,8,5,DL,DEN,SEA,826,1253,267,1990.4,0.0,0,0,-2.0,-5.5
2023-09-10,2023,9,7,AA,BOS,DFW,609,1006,237,1695.6,1.0,0,0,24.9,26.0
2023-05-29,2023,5,1,UA,ORD,ATL,751,1325,334,2485.4,1.0,0,0,2.3,4.9
2023-01-14,2023,1,6,DL,MIA,DFW,923,1305,222,1655.8,0.0,0,0,-14.0,-5.6
2023-04-18,2023,4,2,AA,BOS,ORD,609,1204,355,2815.5,0.0,0,0,-1.2,-3.6
2023-11-24,2023,11,5,B6,ATL,SFO,757,1332,335,2235.3,1.0,0,0,21.7,14.8
2023-04-14,2023,4,5,WN,SFO,LAX,1737,2159,262,1758.1,0.0,0,0,-5.1,9.6
2023-09-03,2023,9,7,B6,JFK,ORD,1639,1815,96,718.2,1.0,0,0,11.9,11.1
2023-02-27,2023,2,1,B6,DFW,LAX,613,1046,273,1800.5,0.0,0,0,4.4,12.3
2023-03-14,2023,3,2,WN,MIA,BOS,745,1222,277,1841.0,0.0,0,0,-0.7,8.3
2023-09-07,2023,9,4,B6,SFO,DFW,1445,1643,118,889.2,0.0,0,0,-2.3,-2.8
2023-08-02,2023,8,3,AS,LAX,ATL,2114,142,268,1996.5,1.0,0,0,17.8,13.0
2023-12-03,2023,12,7,B6,JFK,LAX,1823,7,344,2619.5,1.0,0,0,-0.4,-6.7
2023-06-12,2023,6,1,WN,MIA,BOS,2241,50,129,900.7,0.0,0,0,3.3,11.0
2023-10-17,2023,10,2,AA,DEN,BOS,752,1320,328,2181.7,0.0,0,0,-2.0,-9.3
2023-01-21,2023,1,6,UA,JFK,MIA,1918,2106,108,811.1,1.0,0,0,8.6,3.4
2023-07-17,2023,7,1,UA,ATL,SFO,1835,2054,139,1077.5,0.0,0,0,0.7,-4.2
2023-07-19,2023,7,3,AA,ORD,DEN,2133,113,220,1562.7,0.0,0,0,1.4,0.0
2023-07-17,2023,7,1,WN,ORD,JFK,2254,120,146,979.9,,1,0,,
2023-06-21,2023,6,3,AS,MIA,SEA,600,745,105,753.0,1.0,0,0,5.5,8.8
2023-11-06,2023,11,1,UA,DFW,ORD,718,924,126,831.2,0.0,0,0,-5.1,-3.4
2023-06-04,2023,6,7,B6,SFO,DEN,1925,2328,243,1875.9,0.0,0,0,-2.1,-14.7
2023-03-29,2023,3,3,AA,SFO,JFK,2005,2107,62,470.9,0.0,0,0,-5.8,-13.6
2023-01-24,2023,1,2,AA,DEN,ORD,1544,2125,341,2369.2,1.0,0,0,5.3,20.3
2023-08-23,2023,8,3,DL,LAX,ATL,1616,2033,257,1867.3,0.0,0,0,-3.8,1.9
2023-03-30,2023,3,4,WN,DEN,MIA,2037,2216,99,785.6,1.0,0,0,-0.5,-6.7
2023-12-24,2023,12,7,B6,JFK,SFO,644,857,133,1040.6,0.0,0,0,-5.8,-8.8
2023-12-22,2023,12,5,AA,SEA,MIA,1724,1849,85,600.2,0.0,0,0,1.0,12.1
2023-05-30,2023,5,2,DL,ORD,SEA,1719,2223,304,2058.6,1.0,0,0,19.5,20.0
2023-06-10,2023,6,6,AA,ATL,SFO,840,1410,330,2262.2,1.0,0,0,29.1,15.4
2023-10-21,2023,10,6,DL,LAX,ORD,610,911,181,1189.7,0.0,0,0,-7.2,-13.8
2023-07-03,2023,7,1,B6,JFK,LAX,1219,1709,290,2020.2,1.0,0,0,10.0,6.4
2023-03-14,2023,3,2,DL,BOS,JFK,1205,1730,325,2512.1,0.0,0,0,-2.2,5.1
2023-11-06,2023,11,1,AS,ATL,DFW,1341,1715,214,1645.9,0.0,0,0,5.8,6.4
2023-07-31,2023,7,1,AA,DFW,ATL,2030,219,349,2579.9,0.0,0,0,-8.9,-4.4
2023-12-26,2023,12,2,AS,ATL,DFW,1100,1210,70,481.7,1.0,0,0,32.4,49.4
2023-12-10,2023,12,7,WN,SEA,ORD,1410,1740,210,1413.2,0.0,0,0,-7.6,-1.4
2023-07-30,2023,7,7,DL,BOS,ORD,705,1242,337,2212.7,1.0,0,0,-0.0,-8.3
2023-02-24,2023,2,5,B6,SEA,MIA,816,1102,166,1138.1,0.0,0,0,1.5,21.5
2023-03-30,2023,3,4,B6,SFO,BOS,501,1035,334,2458.9,0.0,0,0,-4.6,-7.0
2023-07-17,2023,7,1,WN,BOS,MIA,1719,2255,336,2297.6,0.0,0,0,12.5,24.6
2023-01-09,2023,1,1,WN,MIA,BOS,1050,1607,317,2111.7,1.0,0,0,31.7,27.7
2023-05-24,2023,5,3,WN,DFW,ORD,647,1214,327,2225.9,1.0,0,0,46.9,44.2
2023-09-24,2023,9,7,WN,JFK,SEA,1927,2259,212,1401.9,1.0,0,0,17.6,23.9
2023-02-18,2023,2,6,AA,JFK,ORD,1822,2253,271,2128.6,0.0,0,0,-3.1,4.1
2023-10-01,2023,10,7,B6,ORD,SFO,1611,1955,224,1457.5,0.0,0,0,2.1,-0.2
2023-03-12,2023,3,7,B6,DEN,LAX,1307,1547,160,1150.3,0.0,0,0,-1.8,-0.9
2023-01-29,2023,1,7,UA,SFO,SEA,811,1150,219,1660.9,1.0,0,0,20.6,7.5
2023-07-08,2023,7,6,B6,MIA,ATL,647,824,97,671.4,,1,0,,
2023-05-11,2023,5,4,AS,ATL,SFO,1545,2132,347,2688.6,1.0,0,0,24.2,34.5
2023-08-17,2023,8,4,UA,LAX,DFW,1157,1511,194,1351.0,0.0,0,0,-11.4,-0.4
2023-07-26,2023,7,3,AA,DFW,JFK,1023,1210,107,759.0,0.0,0,0,-11.1,-10.1
2023-01-08,2023,1,7,DL,LAX,JFK,2154,2324,90,670.7,0.0,0,0,0.9,6.4
2023-10-27,2023,10,5,AA,JFK,DEN,800,938,98,773.1,0.0,0,0,-8.2,-6.3
2023-11-18,2023,11,6,B6,MIA,LAX,2232,414,342,2683.0,0.0,0,0,-0.9,-12.1
2023-05-12,2023,5,5,WN,JFK,ATL,1342,1752,250,1785.6,1.0,0,0,14.7,8.1
2023-10-24,2023,10,2,UA,MIA,BOS,839,943,64,453.3,0.0,0,0,-9.1,-10.2
2023-06-15,2023,6,4,DL,ORD,SFO,2105,3,178,1413.3,0.0,0,0,-1.6,4.9
2023-05-18,2023,5,4,B6,DFW,LAX,1814,2201,227,1535.1,0.0,0,0,-7.1,-5.2
2023-01-24,2023,1,2,AS,LAX,SEA,1932,1,269,2083.2,0.0,0,0,-5.8,-2.1
2023-07-17,2023,7,1,WN,MIA,LAX,1645,1755,70,556.9,0.0,0,0,0.1,-7.5
2023-12-02,2023,12,6,B6,SEA,BOS,1046,1324,158,1251.5,0.0,0,0,-6.5,7.6
2023-06-11,2023,6,7,AS,JFK,ATL,1238,1820,342,2501.4,1.0,0,0,5.5,1.5
2023-01-19,2023,1,4,DL,LAX,ATL,1017,1120,63,499.3,0.0,0,0,5.6,3.2
2023-08-21,2023,8,1,AS,SFO,ORD,818,1258,280,2106.2,1.0,0,0,32.8,24.9
2023-11-20,2023,11,1,DL,SFO,SEA,2145,2247,62,408.2,0.0,0,0,-0.7,-2.7
2023-02-25,2023,2,6,UA,DEN,ATL,1117,1443,206,1583.3,1.0,0,0,33.3,35.3
2023-07-05,2023,7,3,WN,JFK,LAX,2250,421,331,2561.8,0.0,0,0,1.9,2.3
2023-12-19,2023,12,2,AA,ORD,DEN,1724,1850,86,653.5,0.0,0,0,-3.9,7.5
2023-04-13,2023,4,4,DL,ATL,JFK,641,1034,233,1636.2,0.0,0,0,10.3,6.0
2023-03-07,2023,3,2,UA,JFK,BOS,2123,2252,89,669.6,0.0,0,0,-3.3,-4.0
2023-07-05,2023,7,3,UA,BOS,SFO,1502,1835,213,1450.2,1.0,0,0,9.9,11.7
2023-01-07,2023,1,6,WN,BOS,LAX,1502,1930,268,1742.0,0.0,0,0,-0.5,7.3
2023-10-30,2023,10,1,B6,BOS,SEA,1850,2331,281,1857.7,0.0,0,0,-1.6,9.4
2023-09-18,2023,9,1,AA,BOS,DEN,937,1443,306,2070.3,0.0,0,0,-1.7,12.0
2023-10-06,2023,10,5,UA,LAX,ATL,1958,2112,74,524.2,0.0,0,0,-5.5,-2.0
2023-11-24,2023,11,5,AA,SEA,ATL,1005,1531,326,2319.9,0.0,0,0,-4.7,-5.0
2023-01-09,2023,1,1,AA,BOS,ATL,1206,1527,201,1394.4,0.0,0,0,-10.1,-16.5
2023-04-19,2023,4,3,UA,LAX,ATL,709,1152,283,2038.6,0.0,0,0,-10.2,0.2
2023-09-15,2023,9,5,AS,LAX,SFO,819,1346,327,2562.9,1.0,0,0,18.2,13.6
2023-11-12,2023,11,7,UA,JFK,BOS,1627,2108,281,2005.2,1.0,0,0,1.4,-3.8
2023-12-04,2023,12,1,WN,MIA,ATL,1508,1840,212,1417.1,1.0,0,0,-3.0,-10.0
2023-07-15,2023,7,6,AS,BOS,ORD,2021,2304,163,1183.9,0.0,0,0,-1.3,-3.8
2023-10-23,2023,10,1,WN,ATL,ORD,542,752,130,882.7,0.0,0,0,-4.5,3.7
2023-08-09,2023,8,3,DL,DFW,LAX,2131,132,241,1902.5,0.0,0,0,-10.6,-6.2
2023-12-27,2023,12,3,AS,JFK,ATL,2028,11,223,1638.4,1.0,0,0,9.3,4.3
2023-11-11,2023,11,6,B6,ORD,DFW,1745,2110,205,1535.2,0.0,0,0,-3.8,-8.2
2023-10-12,2023,10,4,B6,DFW,JFK,853,1350,297,2124.3,0.0,0,0,-2.4,6.0
2023-01-20,2023,1,5,AA,ORD,BOS,1844,2233,229,1576.1,0.0,0,0,2.2,5.8
2023-11-27,2023,11,1,B6,BOS,ATL,1006,1416,250,1850.6,0.0,0,0,3.1,11.2
2023-06-02,2023,6,5,WN,SEA,DEN,1211,1327,76,539.2,0.0,0,0,-5.6,-4.0
2023-12-21,2023,12,4,WN,ORD,JFK,805,1259,294,2207.3,0.0,0,0,-3.7,-2.2
2023-09-06,2023,9,3,WN,ORD,ATL,2259,220,201,1331.7,1.0,0,0,0.5,-1.5
2023-07-30,2023,7,7,AA,SEA,MIA,1327,1500,93,714.0,1.0,0,0,17.9,16.8
2023-03-09,2023,3,4,UA,SEA,ORD,2213,22,129,1015.1,1.0,0,0,17.3,12.1
2023-04-21,2023,4,5,WN,MIA,SFO,541,1055,314,2080.5,0.0,0,0,-2.7,-2.0
2023-04-17,2023,4,1,AA,JFK,ATL,1950,2328,218,1474.1,0.0,0,0,0.3,3.6
2023-07-19,2023,7,3,B6,SEA,ORD,2005,2300,175,1189.9,1.0,0,0,-1.6,2.5
2023-09-02,2023,9,6,AS,ORD,ATL,629,954,205,1465.9,0.0,0,0,0.6,8.6
2023-11-05,2023,11,7,WN,BOS,ORD,1608,1746,98,647.2,1.0,0,0,1.5,8.9
2023-08-28,2023,8,1,UA,BOS,DEN,2019,2302,163,1229.7,1.0,0,0,27.6,23.6
2023-10-15,2023,10,7,WN,BOS,DEN,1820,2215,235,1557.4,0.0,0,0,-5.0,2.1
2023-02-04,2023,2,6,UA,DEN,DFW,841,959,78,583.5,0.0,0,0,-16.6,-6.2
2023-04-23,2023,4,7,AS,ORD,DFW,2253,308,255,1699.4,1.0,0,0,14.3,13.2
2023-04-01,2023,4,6,DL,ATL,MIA,1713,2205,292,2125.1,0.0,0,0,-6.0,-5.9
2023-09-05,2023,9,2,AA,MIA,BOS,1503,1801,178,1305.6,0.0,0,0,-9.1,-3.2
2023-02-28,2023,2,2,B6,DEN,SFO,1233,1354,81,624.3,0.0,0,0,1.3,6.5
2023-09-05,2023,9,2,WN,ORD,DFW,843,1352,309,2159.0,0.0,0,0,-5.8,-5.2
2023-08-28,2023,8,1,B6,SEA,DFW,1823,2129,186,1281.9,0.0,0,0,-2.4,-11.4
2023-03-05,2023,3,7,UA,SEA,ORD,1507,2058,351,2354.6,0.0,0,0,6.9,10.0
2023-05-20,2023,5,6,B6,JFK,DFW,918,1239,201,1327.9,0.0,0,0,3.1,18.1
2023-07-01,2023,7,6,UA,MIA,DEN,2258,348,290,1973.9,1.0,0,0,37.1,39.0
2023-03-24,2023,3,5,AA,SEA,LAX,2200,253,293,2118.2,0.0,0,0,2.6,-6.3
2023-09-10,2023,9,7,AA,JFK,SEA,2037,39,242,1632.9,0.0,0,0,-1.2,7.1
2023-09-03,2023,9,7,AS,JFK,MIA,1454,1726,152,1147.2,0.0,0,0,-1.7,6.7
2023-11-27,2023,11,1,UA,MIA,DFW,900,1109,129,978.8,1.0,0,0,30.4,34.8
2023-11-12,2023,11,7,B6,LAX,BOS,1309,1632,203,1359.7,0.0,0,0,-13.7,2.7
2023-07-15,2023,7,6,AA,JFK,BOS,839,1009,90,611.5,0.0,0,0,1.1,12.6
2023-02-13,2023,2,1,UA,JFK,BOS,629,937,188,1362.7,0.0,0,0,-6.8,-8.5
2023-03-16,2023,3,4,B6,SEA,MIA,1317,1912,355,2773.3,0.0,0,0,-3.0,-6.8
2023-07-02,2023,7,7,UA,SEA,JFK,2006,120,314,2401.0,0.0,0,0,2.6,6.6
2023-07-31,2023,7,1,AS,SEA,SFO,1627,2050,263,2037.1,1.0,0,0,26.4,30.7
2023-02-12,2023,2,7,WN,BOS,SFO,523,912,229,1548.1,1.0,0,0,2.1,17.4
2023-01-08,2023,1,7,B6,SEA,JFK,1807,2335,328,2387.5,0.0,0,0,-1.4,9.6
2023-05-25,2023,5,4,UA,ATL,BOS,1739,2032,173,1368.7,0.0,0,0,-3.6,-3.0
2023-02-10,2023,2,5,UA,ORD,MIA,1223,1410,107,745.7,1.0,0,0,20.2,30.9
2023-07-21,2023,7,5,AS,SEA,DFW,2119,249,330,2236.7,0.0,0,0,-1.7,2.7
2023-07-27,2023,7,4,AA,DFW,DEN,1909,7,298,1951.9,0.0,0,0,-4.7,-14.2
2023-10-10,2023,10,2,AS,DFW,JFK,1812,2137,205,1475.5,1.0,0,0,31.8,45.2
2023-09-19,2023,9,2,B6,LAX,JFK,550,742,112,885.5,0.0,0,0,-3.1,-9.1
2023-10-14,2023,10,6,AA,ATL,LAX,2123,243,320,2128.9,1.0,0,0,21.3,29.6
2023-01-09,2023,1,1,AA,ATL,ORD,937,1517,340,2408.3,0.0,0,0,-5.6,2.9
2023-08-23,2023,8,3,B6,BOS,JFK,942,1228,166,1317.4,0.0,0,0,-3.9,-0.8
2023-08-14,2023,8,1,B6,ORD,SFO,1655,2005,190,1451.7,0.0,0,0,-4.8,9.5
2023-12-12,2023,12,2,UA,JFK,BOS,756,1233,277,2122.7,0.0,0,0,4.4,11.0
2023-09-04,2023,9,1,B6,ATL,JFK,1926,2257,211,1514.8,0.0,0,0,-0.9,-1.8
2023-03-30,2023,3,4,WN,JFK,SEA,1708,2035,207,1466.9,1.0,0,0,34.1,33.5
2023-03-20,2023,3,1,DL,DEN,JFK,1746,2337,351,2520.9,1.0,0,0,31.0,40.5
2023-01-19,2023,1,4,AA,DFW,SEA,1107,1600,293,1951.0,0.0,0,0,0.4,-9.3
2023-01-27,2023,1,5,WN,MIA,SEA,1146,1304,78,541.1,0.0,0,0,-0.8,11.2
2023-05-10,2023,5,3,AA,BOS,ORD,556,727,91,613.6,0.0,0,0,-13.6,-4.9
2023-09-27,2023,9,3,B6,SFO,JFK,1956,134,338,2557.2,0.0,0,0,-0.8,-9.1
2023-10-26,2023,10,4,UA,SFO,SEA,1906,2006,60,437.4,1.0,0,0,9.8,8.0
2023-05-20,2023,5,6,WN,DEN,SFO,2148,35,167,1150.1,0.0,0,0,-3.9,14.0
2023-12-08,2023,12,5,UA,DEN,LAX,1615,2153,338,2437.5,0.0,0,0,4.3,1.4
2023-06-28,2023,6,3,UA,DEN,ORD,1159,1740,341,2402.5,0.0,0,0,-5.2,-10.9
2023-03-07,2023,3,2,UA,DEN,ATL,856,1052,116,921.6,1.0,0,0,20.2,18.0
2023-10-29,2023,10,7,WN,DFW,ATL,1415,1940,325,2557.5,1.0,0,0,27.5,38.7
2023-06-11,2023,6,7,WN,SFO,MIA,1153,1414,141,948.4,1.0,0,0,-7.2,-30.2
2023-05-26,2023,5,5,AS,DFW,SEA,1735,2123,228,1543.8,0.0,0,0,-3.1,-2.6
2023-03-01,2023,3,3,AS,LAX,MIA,543,1106,323,2568.8,0.0,0,0,-3.7,-16.7
2023-01-14,2023,1,6,AS,SFO,DEN,2046,107,261,1809.5,1.0,0,0,24.6,27.5
2023-11-06,2023,11,1,B6,DFW,SFO,2140,329,349,2670.4,1.0,0,0,25.7,33.2
2023-02-15,2023,2,3,AS,ATL,ORD,938,1536,358,2612.0,0.0,0,0,-8.0,-2.0
2023-05-28,2023,5,7,AS,DEN,DFW,1002,1443,281,1946.8,0.0,0,0,1.8,-9.9
2023-09-15,2023,9,5,AA,LAX,SEA,1113,1634,321,2288.2,1.0,0,0,18.3,15.9
2023-06-25,2023,6,7,DL,DFW,JFK,1507,1716,129,892.9,0.0,0,0,-0.8,-3.3
2023-08-10,2023,8,4,UA,DEN,SEA,707,1228,321,2244.0,1.0,0,0,20.9,38.9
2023-09-05,2023,9,2,B6,LAX,SEA,1742,1940,118,892.4,0.0,0,0,-4.4,-11.1
2023-06-12,2023,6,1,WN,SEA,SFO,956,1419,263,1857.3,1.0,0,0,9.5,7.8
2023-12-02,2023,12,6,UA,SEA,MIA,653,1113,260,1928.9,0.0,0,0,4.4,14.7
2023-01-23,2023,1,1,UA,JFK,ATL,1440,1612,92,656.7,1.0,0,0,4.3,9.1
2023-12-19,2023,12,2,B6,DEN,SFO,1419,1841,262,1733.3,0.0,0,0,1.3,-11.7
2023-12-20,2023,12,3,B6,ORD,MIA,1033,1227,114,907.7,0.0,0,0,0.2,-7.2
2023-01-23,2023,1,1,AA,ATL,SEA,1021,1456,275,1798.1,1.0,0,0,9.9,23.0
2023-07-07,2023,7,5,B6,LAX,SFO,720,929,129,983.8,0.0,0,0,-1.9,-6.1
2023-04-25,2023,4,2,AA,LAX,SEA,1718,1933,135,1066.1,1.0,0,0,16.0,1.9
2023-06-03,2023,6,6,B6,JFK,SFO,1755,2256,301,2388.4,0.0,0,0,-6.4,3.3
2023-11-05,2023,11,7,WN,LAX,ORD,529,934,245,1910.2,0.0,0,0,-1.8,1.5
2023-01-04,2023,1,3,UA,SFO,LAX,1618,2015,237,1770.8,1.0,0,0,23.9,41.8
2023-11-20,2023,11,1,B6,LAX,DEN,1753,1946,113,754.6,0.0,0,0,-11.7,-9.1
2023-04-02,2023,4,7,WN,BOS,DEN,1021,1144,83,558.9,0.0,0,0,-1.5,1.1
2023-07-11,2023,7,2,UA,ATL,SEA,646,1010,204,1355.5,0.0,0,0,-5.3,12.2
2023-04-01,2023,4,6,DL,ORD,DEN,558,1105,307,2336.4,0.0,0,0,-12.4,-10.2
2023-02-11,2023,2,6,B6,BOS,JFK,1421,1834,253,1956.3,0.0,0,0,-2.0,2.3
2023-07-29,2023,7,6,UA,BOS,JFK,946,1145,119,858.1,1.0,0,0,42.4,42.5
2023-09-19,2023,9,2,WN,MIA,SEA,1403,1629,146,962.6,0.0,0,0,-4.3,-9.0
2023-04-28,2023,4,5,AA,ATL,BOS,2202,3,121,797.8,1.0,0,0,15.9,27.0
2023-10-03,2023,10,2,DL,SEA,ORD,1440,1603,83,646.9,0.0,0,0,-4.7,8.6
2023-04-18,2023,4,2,AS,ORD,ATL,739,1124,225,1627.7,0.0,0,0,-8.2,-7.2
